100,101,103,104,105,107,108,110,199,200,201,202,204,205,206,207,208,209,299,300,301,302,321,322,323,324,325,331,332,333,334,335,341,342,398,399,400,401,402,403,404,405,408,498,499,500,501,502,503,504,505,506,529,599,600,601,602,603,604,606,607,698,699,700,701,703,704,705,707,708,709,711,798,799,800,801,802,803,805,806,807,898,899,900,1000,1001,1002,1003,1005,1007,1010,1098,1099,1200,1201,1202,1203,1204,1205,1206,1207,1208,1210,1211,1227,1299,1300,1302,1303,1304,1305,1308,1399,1400,1401,1403,1404,1405,1406,1407,1408,1409,1498,1499,1500,1501,1502,1504,1505,1507,1520,1521,1522,1523,1524,1525,1526,1598,1599,1600,1602,1603,1604,1605,1606,1608,1610,1611,1612,1614,1615,1616,1617,1619,1620,1698,1699,1700,1701,1704,1705,1706,1707,1708,1709,1798,1799,1800,1802,1803,1804,1806,1807,1808,1899,1900,1901,1902,1905,1906,1910,1921,1925,1926,1927,1929,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2030,2099,2100,2101,2102,2103,2104,2105,2199,2300
"('101', 1.2626683076598175)","('101', 1.2989322019003187)","('101', 1.3189187331403704)","('101', 1.2776486255068373)","('101', 1.259289938124895)","('101', 1.297884436744142)","('101', 1.2964365410577283)","('101', 1.3115822105343744)","('101', 1.33337649346019)","('101', 1.2930143090191513)","('101', 1.2843891946032606)","('101', 1.3021779698627296)","('101', 1.299739773392877)","('101', 1.3372782374842602)","('101', 1.28529970838047)","('101', 1.2620529151431734)","('101', 1.2745190297244127)","('101', 1.2653530217489195)","('101', 1.2938274267045007)","('101', 1.2439497696587762)","('101', 1.2551864219272602)","('101', 1.2953016961351245)","('101', 1.301537251918306)","('101', 1.2950467783863486)","('101', 1.2997917168092803)","('101', 1.2903153429573975)","('101', 1.2689822375133328)","('101', 1.2629566237910181)","('101', 1.2858095031214982)","('101', 1.3007739449542008)","('101', 1.2629017635886108)","('101', 1.3034120475527848)","('101', 1.318186299802784)","('101', 1.3154387539090928)","('101', 1.2958693938773465)","('101', 1.2903988462290217)","('101', 1.2432405594707054)","('101', 1.282975445267009)","('101', 1.2669114643260204)","('101', 1.2838699045211)","('101', 1.2832538395527648)","('101', 1.315513828304518)","('101', 1.3240178754959562)","('101', 1.3063784945808263)","('101', 1.2938079700063778)","('101', 1.264911459367525)","('101', 1.3073784595720033)","('101', 1.2739572156824073)","('101', 1.2997246006698107)","('101', 1.2474605328648245)","('101', 1.297574199799272)","('101', 1.2903154940306913)","('101', 1.2936941833359943)","('101', 1.311101897059151)","('101', 1.239521718691771)","('101', 1.2830064065235909)","('101', 1.2543243467591294)","('101', 1.2296823416928686)","('101', 1.2907479372443145)","('101', 1.0649780210781001)","('101', 1.2291827530196056)","('101', 1.306384317418177)","('101', 1.2618242292297945)","('101', 1.2451096046640313)","('101', 1.292830339690292)","('101', 1.3322070607573784)","('101', 1.32271873122713)","('101', 1.325351772913901)","('101', 1.326671659571563)","('101', 1.3363598580259508)","('101', 1.308904729185752)","('101', 1.3124122256863007)","('101', 1.3057984697484784)","('101', 1.293043840996096)","('101', 1.254892193081878)","('101', 1.309327756118952)","('101', 1.307335896136245)","('101', 1.337282692014355)","('101', 1.3245999290931618)","('101', 1.3332609407360472)","('101', 1.281786609593063)","('101', 1.3166117079386697)","('101', 1.3154562266529013)","('101', 1.301248709045336)","('101', 1.2623543834123385)","('101', 1.294657903442765)","('101', 1.3072356827127745)","('101', 1.316974617442538)","('101', 1.3017982281443392)","('101', 1.3036662323637567)","('101', 1.2702489482258044)","('101', 1.3120149767878362)","('101', 1.2948589140155837)","('101', 1.2697355022489631)","('101', 1.2723357443120562)","('101', 1.3171521960745258)","('101', 1.310621395065366)","('101', 1.2922722357617118)","('101', 1.2956257497631827)","('101', 1.3110039897517067)","('101', 1.301446828454854)","('101', 1.253319305044808)","('101', 1.278292926819145)","('101', 1.3215895179330566)","('101', 1.1462709655015333)","('101', 1.2905378190380379)","('101', 1.259635509634072)","('101', 1.22594107970173)","('101', 1.2118198118045367)","('101', 1.1044673015251576)","('101', 1.2589663509836695)","('101', 1.2835401667159623)","('101', 1.2551980795459763)","('101', 1.2988713140523331)","('101', 1.259556281802543)","('101', 1.2609922235666646)","('101', 1.2995699148406856)","('101', 1.2835843908194209)","('101', 1.2412104964880961)","('101', 1.274226763602467)","('101', 1.2963073371634615)","('101', 1.3001681459198562)","('101', 1.296745483881015)","('101', 1.297161160409657)","('101', 1.2796156819790092)","('101', 1.2746069952136518)","('101', 1.2948392565919717)","('101', 1.312035652557726)","('101', 1.2957942153854853)","('101', 1.302832946508291)","('101', 1.31883745103715)","('101', 1.2700727666688727)","('101', 1.3247937725005858)","('101', 1.2623855400110668)","('101', 1.3032481764799122)","('101', 1.3067133664102533)","('101', 1.313674805644114)","('101', 1.30052643786314)","('101', 1.2823375342807266)","('101', 1.2613241080114403)","('101', 1.2010852645397958)","('101', 1.302341749045873)","('101', 1.2511151145484074)","('101', 1.3086470253130924)","('101', 1.0914143005781534)","('101', 1.2785245857153444)","('101', 1.3072384793725957)","('101', 1.327789814998459)","('101', 1.2912480991652566)","('101', 1.3006827886510632)","('101', 1.2731364709775335)","('101', 1.2902720611860163)","('101', 1.3172596873493296)","('101', 1.254532802639872)","('101', 1.3048394477228868)","('101', 1.3183604951580108)","('101', 1.2906852237755335)","('101', 1.2925150491003863)","('101', 1.261763913549971)","('101', 1.2749985258036356)","('101', 1.2746584284253883)","('101', 1.305798199209726)","('101', 1.31028044574974)","('101', 1.341600666065006)","('101', 1.302185017962352)","('101', 1.285885853197706)","('101', 1.2916838557120303)","('101', 1.2461250490382965)","('101', 1.2804366463180374)","('101', 1.2711792055442683)","('101', 1.2722226178877627)","('101', 1.2718480624630362)","('101', 1.2974750546250515)","('101', 1.2902713412992675)","('101', 1.251655528770352)","('101', 1.1457142208269753)","('101', 1.0722182596539245)","('101', 1.2601264943750663)","('101', 1.2144095613067067)","('101', 1.2666040605253275)","('101', 1.3177986516180111)","('101', 1.0499077554058298)","('101', 1.3119028144937541)","('101', 1.273993186877753)","('101', 1.2711555718555034)","('101', 1.1785728805241817)","('101', 1.2618821155429325)","('101', 1.2364965227486968)","('101', 1.2051593682835886)","('101', 1.2627285852859842)","('101', 1.2892067490752193)","('101', 1.252799744271679)","('101', 1.2820138084199773)","('101', 1.2686231212202705)","('101', 1.304935427139663)","('101', 1.3086252771580882)","('101', 1.29828200569791)","('101', 1.319818294467377)","('101', 1.2134334952342123)","('101', 1.293163974153669)","('101', 1.3104084626605084)","('101', 1.325132528964695)","('101', 1.2639212552679138)","('101', 1.2708826333387453)","('101', 1.266236362411791)","('101', 1.2796999419878512)","('101', 1.2794645009605918)","('101', 1.2371547216696903)","('101', 1.306262139329943)","('101', 1.2968344484648457)","('101', 1.2431052604932618)","('101', 1.291028482834561)","('101', 1.2317831494019018)"
"('102', 1.251171787576747)","('102', 1.3167301419597863)","('102', 1.3373655731456242)","('102', 1.2855037450032476)","('102', 1.2859406831279991)","('102', 1.3147826085423948)","('102', 1.2888943929986616)","('102', 1.333685698543489)","('102', 1.3338052364090067)","('102', 1.2832663356678675)","('102', 1.2804025856385863)","('102', 1.3065255526597988)","('102', 1.2995023698200903)","('102', 1.3420338903055906)","('102', 1.290954030331421)","('102', 1.2440833080692382)","('102', 1.291579763247534)","('102', 1.2581177574628748)","('102', 1.2800899400529384)","('102', 1.2840429656884673)","('102', 1.2739869145860514)","('102', 1.3289732777557586)","('102', 1.316511000875914)","('102', 1.3183321755723647)","('102', 1.3287215562100414)","('102', 1.3130957010004314)","('102', 1.292149857269951)","('102', 1.2716885624903362)","('102', 1.3077901619971135)","('102', 1.3220855728115932)","('102', 1.295918584290506)","('102', 1.3360103524128466)","('102', 1.331970471340084)","('102', 1.3283534382143345)","('102', 1.3115735143337777)","('102', 1.3089694387028217)","('102', 1.2618857000150205)","('102', 1.290033386267479)","('102', 1.3090395439206362)","('102', 1.3162157382559778)","('102', 1.3071052299060426)","('102', 1.3252061079368689)","('102', 1.3329037164416437)","('102', 1.3054814465522766)","('102', 1.303856511285531)","('102', 1.2862113994302262)","('102', 1.3323534918040931)","('102', 1.308843235986165)","('102', 1.3300014508832456)","('102', 1.2537992779983353)","('102', 1.3159070034666263)","('102', 1.2968905289585804)","('102', 1.3027806649153757)","('102', 1.3139163049522913)","('102', 1.2611131771894248)","('102', 1.301216570667565)","('102', 1.2710868327773504)","('102', 1.2734157144833462)","('102', 1.3088563719806956)","('102', 1.0265973063104974)","('102', 1.24640823399187)","('102', 1.313649106707692)","('102', 1.2739707526673556)","('102', 1.264633347159147)","('102', 1.318249026562671)","('102', 1.3486128429706008)","('102', 1.3361865784338605)","('102', 1.3302155680991947)","('102', 1.3429032031110049)","('102', 1.3559874844911777)","('102', 1.3159613053505979)","('102', 1.331005963543093)","('102', 1.3142067665889772)","('102', 1.2819844065400425)","('102', 1.2857159722959284)","('102', 1.3252899618717313)","('102', 1.3235257968892147)","('102', 1.3568266446718842)","('102', 1.3411084842683092)","('102', 1.3527671041129739)","('102', 1.3078013188591073)","('102', 1.3189864115615844)","('102', 1.337670529976857)","('102', 1.3294925454634727)","('102', 1.2918228430486323)","('102', 1.322352595573839)","('102', 1.322469785407621)","('102', 1.3242441187961185)","('102', 1.3068048942478243)","('102', 1.31551930585719)","('102', 1.2767378792765776)","('102', 1.319950320867157)","('102', 1.3152480462165044)","('102', 1.272868376600917)","('102', 1.2988934716849776)","('102', 1.3296734166485686)","('102', 1.3251802427576067)","('102', 1.316938493078515)","('102', 1.3162801010564726)","('102', 1.3108015541174418)","('102', 1.303362916992042)","('102', 1.2584194107207776)","('102', 1.2767547620589434)","('102', 1.3281868500656813)","('102', 1.1568235625834633)","('102', 1.28547873374943)","('102', 1.2722707412573337)","('102', 1.2815201664299394)","('102', 1.2781860411795791)","('102', 1.2998092995315735)","('102', 1.2794738323812602)","('102', 1.3073670326209923)","('102', 1.267596584422278)","('102', 1.3072101344904423)","('102', 1.2613254274454118)","('102', 1.2636986074648813)","('102', 1.308196572547078)","('102', 1.2815416983919858)","('102', 1.289660772877703)","('102', 1.3083636577401638)","('102', 1.3092120536493301)","('102', 1.3295233380526543)","('102', 1.302348088665739)","('102', 1.3052132895070554)","('102', 1.288835093692406)","('102', 1.2916475481430054)","('102', 1.303868275353012)","('102', 1.3234168557576176)","('102', 1.326564816705313)","('102', 1.2965546746623993)","('102', 1.320026583107584)","('102', 1.278481912250805)","('102', 1.32615687748003)","('102', 1.3220794149056112)","('102', 1.3125197066282273)","('102', 1.308658977693768)","('102', 1.3228753616778555)","('102', 1.2979605550895796)","('102', 1.2733943997815997)","('102', 1.2857679623255236)","('102', 1.250873871732304)","('102', 1.3040720134970754)","('102', 1.2860376730898448)","('102', 1.3218736012430041)","('102', 1.272801047302453)","('102', 1.3033096637348092)","('102', 1.3269220790626752)","('102', 1.333035839351931)","('102', 1.307896087911655)","('102', 1.3147539942663908)","('102', 1.2683720729697585)","('102', 1.313427535932421)","('102', 1.3267036242220334)","('102', 1.2660664139820808)","('102', 1.322695327556307)","('102', 1.319119136071372)","('102', 1.2893032810863376)","('102', 1.2953268710516508)","('102', 1.2944823585487901)","('102', 1.3025443873841267)","('102', 1.2811089301496983)","('102', 1.308953472693328)","('102', 1.3165060310577839)","('102', 1.3513840654575968)","('102', 1.3119902532779686)","('102', 1.2897930144004583)","('102', 1.2982573306152356)","('102', 1.2608972793828592)","('102', 1.2720072690426318)","('102', 1.3039720650558841)","('102', 1.2741779293871192)","('102', 1.2955031207346266)","('102', 1.3193708812020934)","('102', 1.3066121955003138)","('102', 1.2456456124133115)","('102', 1.2418643011822628)","('102', 1.2566061410787694)","('102', 1.2840394558156925)","('102', 1.2257712816198911)","('102', 1.273988246952553)","('102', 1.3148613714223596)","('102', 1.0538956228525203)","('102', 1.3110017966381884)","('102', 1.2728476579353594)","('102', 1.272400344725466)","('102', 1.1861216250789308)","('102', 1.2431306584176014)","('102', 1.2507078021258116)","('102', 1.1944177570126966)","('102', 1.2807010014320281)","('102', 1.3056446623541205)","('102', 1.251586425754324)","('102', 1.2755922041233658)","('102', 1.2751140952436688)","('102', 1.3171687619214136)","('102', 1.3202642257937376)","('102', 1.312509947965485)","('102', 1.2975923551299156)","('102', 1.207078721611619)","('102', 1.2947517669806996)","('102', 1.3212782287327995)","('102', 1.3266057035577536)","('102', 1.296328010942874)","('102', 1.2409749735474587)","('102', 1.2560477235609053)","('102', 1.2967483984686612)","('102', 1.2726645484575052)","('102', 1.2869816967440848)","('102', 1.3165261167102191)","('102', 1.328034186198012)","('102', 1.2345931623630524)","('102', 1.2805314977779283)","('102', 1.2253799308513642)"
"('103', 1.2823802699551188)","('103', 1.30765588276274)","('103', 1.2829909184700572)","('103', 1.2698941072989465)","('103', 1.2609776488242588)","('103', 1.282153816835124)","('103', 1.2432680059300543)","('103', 1.299680139690955)","('103', 1.344688878168426)","('103', 1.2737277088766912)","('103', 1.2839981501293376)","('103', 1.3166094907393056)","('103', 1.301371037465428)","('103', 1.342265104170563)","('103', 1.2647970348736823)","('103', 1.2344450081268898)","('103', 1.2606377880062487)","('103', 1.225399344283913)","('103', 1.2793754263513673)","('103', 1.2708000102186379)","('103', 1.2724971301139927)","('103', 1.2935987234144009)","('103', 1.2894755915787899)","('103', 1.3054013479806628)","('103', 1.2993471822888765)","('103', 1.2914296415096824)","('103', 1.2714789346686473)","('103', 1.3067497413108675)","('103', 1.2910063430977465)","('103', 1.323277719749522)","('103', 1.285511766842796)","('103', 1.3018504155912962)","('103', 1.3021454655374336)","('103', 1.298453499869313)","('103', 1.3019732682532776)","('103', 1.3299098920776704)","('103', 1.2523495083872522)","('103', 1.2466189833077541)","('103', 1.2708875160549673)","('103', 1.3162231263995272)","('103', 1.2866310325648933)","('103', 1.2996822340713754)","('103', 1.2081593641290334)","('103', 1.300628907168693)","('103', 1.2992102997424557)","('103', 1.2539239284194368)","('103', 1.3349277870425555)","('103', 1.2925313169735277)","('103', 1.2966572171900337)","('103', 1.292116555377274)","('103', 1.3005779988700514)","('103', 1.298740849551386)","('103', 1.3184770694991768)","('103', 1.3130518221851988)","('103', 1.247185967669932)","('103', 1.2411284476232274)","('103', 1.2638873091460014)","('103', 1.2865362618167588)","('103', 1.2852425277775177)","('103', 1.2966002782079247)","('103', 1.2445912819878577)","('103', 1.2997170769317041)","('103', 1.2972786432274594)","('103', 1.246495321542754)","('103', 1.3101124830301325)","('103', 1.2798188449817345)","('103', 1.321321385139814)","('103', 1.2980438295646484)","('103', 1.3359566200399233)","('103', 1.3077327794240134)","('103', 1.2865779580954353)","('103', 1.3118426926675673)","('103', 1.2736305817826286)","('103', 1.3144509488096687)","('103', 1.2407737379008743)","('103', 1.2911289890641195)","('103', 1.3072982461025542)","('103', 1.316711057195572)","('103', 1.2929937530730355)","('103', 1.3026821405689182)","('103', 1.2061498754508133)","('103', 1.3045043481066017)","('103', 1.3173861468504031)","('103', 1.3189614028008858)","('103', 1.258431893992177)","('103', 1.290463297103126)","('103', 1.2886847555010135)","('103', 1.2833171815345308)","('103', 1.2780416701786694)","('103', 1.2636436232308979)","('103', 1.2753988407782493)","('103', 1.2993192197971801)","('103', 1.3231523197011252)","('103', 1.2917441020149032)","('103', 1.272718788927806)","('103', 1.2965563048177005)","('103', 1.2719099382492989)","('103', 1.2562474203760776)","('103', 1.2985026923424015)","('103', 1.2832571623428277)","('103', 1.2948906812296839)","('103', 1.2670631837439774)","('103', 1.2650346066175768)","('103', 1.2794997407869813)","('103', 1.2801571784354764)","('103', 1.3026143755181059)","('103', 1.272682067029896)","('103', 1.2714427503805097)","('103', 1.2854111293377881)","('103', 1.3026316203504478)","('103', 1.2974807209706958)","('103', 1.3178104899291334)","('103', 1.2723287457525803)","('103', 1.2962555392501207)","('103', 1.2598181148536551)","('103', 1.2763323254513228)","('103', 1.3144813733713412)","('103', 1.2599804232970835)","('103', 1.2789429001003987)","('103', 1.1950945985585082)","('103', 1.3116076229329305)","('103', 1.3054879895193034)","('103', 1.3016476829783692)","('103', 1.2941246321231794)","('103', 1.2426976950934587)","('103', 1.2601687207781986)","('103', 1.2985205375578495)","('103', 1.293018500156088)","('103', 1.2924936750203553)","('103', 1.1749262138022998)","('103', 1.264091292475265)","('103', 1.267145879556297)","('103', 1.2828663825847844)","('103', 1.3113070018203408)","('103', 1.2812905686771259)","('103', 1.2905030901243915)","('103', 1.2979725584274213)","('103', 1.293360516242474)","('103', 1.2911914492165215)","('103', 1.261341076655328)","('103', 1.2520895940731283)","('103', 1.1699498933942274)","('103', 1.1747937667855257)","('103', 1.282968644897633)","('103', 1.1468870059251104)","('103', 1.1783522832179267)","('103', 1.1969318869708652)","('103', 1.1934137919096173)","('103', 1.1923471691214225)","('103', 1.1752633261839243)","('103', 1.237956897484061)","('103', 1.169005628729534)","('103', 1.1558558249560449)","('103', 1.1334767277951234)","('103', 1.1642408046905088)","('103', 1.2987622854796497)","('103', 1.298350732200835)","('103', 1.3042721677221523)","('103', 1.1907529458548898)","('103', 1.1762890013812357)","('103', 1.2937056982810646)","('103', 1.2778486162022868)","('103', 1.3003328261690716)","('103', 1.324460225549174)","('103', 1.2963957219848963)","('103', 1.284248846608412)","('103', 1.295729670962734)","('103', 1.2500541465759918)","('103', 1.2820076444549773)","('103', 1.2771905044253682)","('103', 1.2467230807302994)","('103', 1.2968313445740722)","('103', 1.2918406082104252)","('103', 1.3200198354602621)","('103', 1.2812105281743513)","('103', 1.2397417298202684)","('103', 1.2223404262699535)","('103', 1.2762072767608035)","('103', 1.2732315257075124)","('103', 1.2231105185761482)","('103', 1.3137103017808298)","('103', 1.181093001163044)","('103', 1.2823246192683002)","('103', 1.261396672966215)","('103', 1.2538720594206056)","('103', 1.2529853727433429)","('103', 1.2791247082485848)","('103', 1.216421334682449)","('103', 1.2566832656562168)","('103', 1.2171421775389935)","('103', 1.2951297592480282)","('103', 1.2564250623279751)","('103', 1.314917368142614)","('103', 1.2657292737159016)","('103', 1.2716651121071525)","('103', 1.268614591378076)","('103', 1.2749855885545425)","('103', 1.2731417966897167)","('103', 1.2373349287233157)","('103', 1.1524271932955048)","('103', 1.287933784512966)","('103', 1.286671581869705)","('103', 1.2659733820966126)","('103', 1.2905057217717588)","('103', 1.2348084445096583)","('103', 1.2878151011762538)","('103', 1.2640958340241422)","('103', 1.2840795207867421)","('103', 1.2814929448240875)","('103', 1.2666665826479107)","('103', 1.2701665554182842)","('103', 1.2831491818169876)","('103', 1.2502651625763783)"
"('104', 1.2845799887064706)","('104', 1.2837451402208315)","('104', 1.2884591102493594)","('104', 1.2819577737316958)","('104', 1.222565945449179)","('104', 1.2844515379424848)","('104', 1.2551604129400455)","('104', 1.283283913248174)","('104', 1.3539032077937834)","('104', 1.2823675321828576)","('104', 1.3205450125382399)","('104', 1.3189249651373292)","('104', 1.3088108816562674)","('104', 1.3340072243079897)","('104', 1.2834098008491035)","('104', 1.2879824534618338)","('104', 1.2571853423225845)","('104', 1.2676953908755515)","('104', 1.287943489135031)","('104', 1.2312437085302288)","('104', 1.241082826004507)","('104', 1.2742751655225126)","('104', 1.299149925621682)","('104', 1.2717791076809493)","('104', 1.2810215268668297)","('104', 1.2798452648836531)","('104', 1.254095564823507)","('104', 1.303388019585677)","('104', 1.2798259157353924)","('104', 1.285283952009585)","('104', 1.2690788448034782)","('104', 1.2628928088602336)","('104', 1.3072628893974534)","('104', 1.3042193226217214)","('104', 1.2824466035423385)","('104', 1.2833396475462622)","('104', 1.2583933653743788)","('104', 1.2604559184640909)","('104', 1.2738533113415933)","('104', 1.2795748627147991)","('104', 1.273494213851285)","('104', 1.311092071569544)","('104', 1.3182901819009119)","('104', 1.2996545579888092)","('104', 1.3180511720191317)","('104', 1.2565490368558552)","('104', 1.298980013578047)","('104', 1.2709657453126277)","('104', 1.2935829672912176)","('104', 1.3169946255097325)","('104', 1.2755690745683808)","('104', 1.290793008708307)","('104', 1.3301632069658103)","('104', 1.3006988392767735)","('104', 1.2477408813535151)","('104', 1.2666240263120097)","('104', 1.2096163854902)","('104', 1.2588355196774044)","('104', 1.292735373247122)","('104', 1.2798291309189007)","('104', 1.1940931364770409)","('104', 1.308439181645622)","('104', 1.2982354872341353)","('104', 1.2551182769739107)","('104', 1.283666423653633)","('104', 1.3025867700196632)","('104', 1.3024059162330357)","('104', 1.2851984877882858)","('104', 1.3162337665689192)","('104', 1.2983027074040563)","('104', 1.288752884682683)","('104', 1.3122682420604426)","('104', 1.2826041876515306)","('104', 1.322778680444361)","('104', 1.2387248284044095)","('104', 1.1809543162378109)","('104', 1.299024589209794)","('104', 1.2972556857150823)","('104', 1.2873886318268801)","('104', 1.2881559583608766)","('104', 1.2506553850057416)","('104', 1.3080834390900546)","('104', 1.3157569687624788)","('104', 1.3112185564086196)","('104', 1.2501672800164356)","('104', 1.267366010410113)","('104', 1.2753669928816767)","('104', 1.261880398557479)","('104', 1.285862480294388)","('104', 1.211260232828413)","('104', 1.2564681633091155)","('104', 1.3036267640095591)","('104', 1.3133437996456598)","('104', 1.2924247510560574)","('104', 1.2677058620717676)","('104', 1.3150800584886082)","('104', 1.2810386618826572)","('104', 1.2716300052756535)","('104', 1.2844412589675294)","('104', 1.2775440079861629)","('104', 1.3116928438841604)","('104', 1.2635816730174785)","('104', 1.27795082704845)","('104', 1.2676038750668144)","('104', 1.2055396005379388)","('104', 1.320041525676979)","('104', 1.289200549806161)","('104', 1.2503553855128764)","('104', 1.258528821061122)","('104', 1.2787836592018775)","('104', 1.312833683815166)","('104', 1.2692759872124708)","('104', 1.2969246697472496)","('104', 1.321998520201662)","('104', 1.2722945586707912)","('104', 1.2911071730506398)","('104', 1.3203934377806659)","('104', 1.2899302911636001)","('104', 1.2734220593964158)","('104', 1.1291429373517134)","('104', 1.301809545358556)","('104', 1.2588709054671414)","('104', 1.302294028335858)","('104', 1.2974458234527222)","('104', 1.2777887939327852)","('104', 1.2868777193089365)","('104', 1.2991623783548718)","('104', 1.2949808715223854)","('104', 1.282697757690299)","('104', 1.3141954009967156)","('104', 1.28720332224479)","('104', 1.274189390879463)","('104', 1.3340446397768235)","('104', 1.2825033947984639)","('104', 1.2911466071973026)","('104', 1.2823878591589013)","('104', 1.2960633182810721)","('104', 1.3042345420460457)","('104', 1.3077944993759936)","('104', 1.2501228288087605)","('104', 1.1837747291228775)","('104', 1.088738588961333)","('104', 1.0872642677281386)","('104', 1.2562032902535423)","('104', 1.042087380052821)","('104', 1.0406971425318394)","('104', 1.1184541282095681)","('104', 1.1251081920638275)","('104', 1.0902906201406564)","('104', 1.041808676263036)","('104', 1.1932203079511037)","('104', 1.1200178325809647)","('104', 1.0690043941221896)","('104', 1.1343518938758743)","('104', 1.0712684520745406)","('104', 1.2904602963995133)","('104', 1.279656074968973)","('104', 1.3023333242733683)","('104', 1.158670563711866)","('104', 1.242009869426366)","('104', 1.285164471591309)","('104', 1.2671181740564665)","('104', 1.3341158756095681)","('104', 1.31743000256403)","('104', 1.243008422522398)","('104', 1.2978770506641402)","('104', 1.289878779175929)","('104', 1.2439713574057827)","('104', 1.275198716798349)","('104', 1.2741222740163307)","('104', 1.2757205198265449)","('104', 1.252411359663754)","('104', 1.2882389020684382)","('104', 1.2901193604074597)","('104', 1.282181164366374)","('104', 1.2601997134381036)","('104', 1.2253561595879925)","('104', 1.2615576929750054)","('104', 1.2531424062040106)","('104', 1.2685147848427447)","('104', 1.34079128225169)","('104', 1.2450175754087949)","('104', 1.2737362110305424)","('104', 1.277550105638718)","('104', 1.243269489945458)","('104', 1.2426787862063244)","('104', 1.307402628888058)","('104', 1.245018034775039)","('104', 1.2563951563898326)","('104', 1.2432761584644245)","('104', 1.2824944134275376)","('104', 1.2594219722597098)","('104', 1.3240896132244586)","('104', 1.2890297441478802)","('104', 1.2537419114134638)","('104', 1.2683464931138277)","('104', 1.2642608283927845)","('104', 1.322647865342175)","('104', 1.254768356311847)","('104', 1.2734942482038127)","('104', 1.2841830610180993)","('104', 1.313884238269136)","('104', 1.2567001666154805)","('104', 1.3179086460405975)","('104', 1.2697515451241794)","('104', 1.2809041092654492)","('104', 1.2953747602886991)","('104', 1.3033272481566751)","('104', 1.294676467565351)","('104', 1.2658736181423478)","('104', 1.2690980210376441)","('104', 1.308099010930203)","('104', 1.2748007551654967)"
