100,101,103,104,105,107,108,110,199,200,201,202,204,205,206,207,208,209,299,300,301,302,321,322,323,324,325,331,332,333,334,335,341,342,398,399,400,401,402,403,404,405,408,498,499,500,501,502,503,504,505,506,529,599,600,601,602,603,604,606,607,698,699,700,701,703,704,705,707,708,709,711,798,799,800,801,802,803,805,806,807,898,899,900,1000,1001,1002,1003,1005,1007,1010,1098,1099,1200,1201,1202,1203,1204,1205,1206,1207,1208,1210,1211,1227,1299,1300,1302,1303,1304,1305,1308,1399,1400,1401,1403,1404,1405,1406,1407,1408,1409,1498,1499,1500,1501,1502,1504,1505,1507,1520,1521,1522,1523,1524,1525,1526,1598,1599,1600,1602,1603,1604,1605,1606,1608,1610,1611,1612,1614,1615,1616,1617,1619,1620,1698,1699,1700,1701,1704,1705,1706,1707,1708,1709,1798,1799,1800,1802,1803,1804,1806,1807,1808,1899,1900,1901,1902,1905,1906,1910,1921,1925,1926,1927,1929,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2030,2099,2100,2101,2102,2103,2104,2105,2199,2300
"('101', 1.2533295898968138)","('101', 1.3028049347194488)","('101', 1.3161153460835353)","('101', 1.2849331405665492)","('101', 1.2933813440690962)","('101', 1.2991401250790868)","('101', 1.2992636515456444)","('101', 1.3019443732910476)","('101', 1.3283446661345846)","('101', 1.2871796480765207)","('101', 1.2909242506579761)","('101', 1.3009673723179196)","('101', 1.2930328680723908)","('101', 1.3313334868278457)","('101', 1.281289675421423)","('101', 1.2534594478574261)","('101', 1.2799989224922466)","('101', 1.2571986625036122)","('101', 1.2916797086008902)","('101', 1.2405398711990652)","('101', 1.2657249799864478)","('101', 1.2912855258237321)","('101', 1.3149599652974135)","('101', 1.2986519216045387)","('101', 1.2907766250762287)","('101', 1.2891887347930993)","('101', 1.2677523840585891)","('101', 1.2550247677722877)","('101', 1.2812549484776836)","('101', 1.2977676247146677)","('101', 1.2693984399956497)","('101', 1.3028340772366866)","('101', 1.3126805253631295)","('101', 1.307887486732668)","('101', 1.2872817108655374)","('101', 1.286661824109431)","('101', 1.2393782869463317)","('101', 1.2767338693610517)","('101', 1.2644871466612708)","('101', 1.2793745181056029)","('101', 1.2843206440924173)","('101', 1.3113650257597838)","('101', 1.3191983070725344)","('101', 1.3005381837058843)","('101', 1.2966324141616241)","('101', 1.2597970359279895)","('101', 1.3056715078012606)","('101', 1.2732633829299054)","('101', 1.2977111081740091)","('101', 1.2477364012170093)","('101', 1.2924012520325643)","('101', 1.288416880788041)","('101', 1.2919574169020933)","('101', 1.3026950786165705)","('101', 1.2367401235739939)","('101', 1.2841162234447239)","('101', 1.2484220255865042)","('101', 1.2274876865066922)","('101', 1.29068427727823)","('101', 1.0868772301426417)","('101', 1.2264178938364547)","('101', 1.2953446962802315)","('101', 1.2644708403429015)","('101', 1.252058412886505)","('101', 1.2854478497794302)","('101', 1.33048704526536)","('101', 1.3220443169411866)","('101', 1.3192326708081408)","('101', 1.3214907690705768)","('101', 1.338196289652539)","('101', 1.3059378473022882)","('101', 1.312359804840535)","('101', 1.3046991091363376)","('101', 1.3304834197123419)","('101', 1.2460869013951146)","('101', 1.3077995787088894)","('101', 1.307337291112725)","('101', 1.3407396284949014)","('101', 1.320550215940834)","('101', 1.3308183700705334)","('101', 1.2807990287947013)","('101', 1.3114756855217902)","('101', 1.306222167423716)","('101', 1.3013278543159654)","('101', 1.2545822504483621)","('101', 1.2997927543915588)","('101', 1.3136782412209946)","('101', 1.3156602261958301)","('101', 1.299007437075046)","('101', 1.3041218961842134)","('101', 1.273824057385925)","('101', 1.304085305250244)","('101', 1.2957567606701121)","('101', 1.257098111791602)","('101', 1.2679450548800775)","('101', 1.3140936967553136)","('101', 1.3078712828420107)","('101', 1.2886159233720085)","('101', 1.2909724493233148)","('101', 1.3050605026065876)","('101', 1.2992596385056927)","('101', 1.2577571537066248)","('101', 1.276699295746107)","('101', 1.316821818427354)","('101', 1.120293207744928)","('101', 1.2842028426138254)","('101', 1.257561647220719)","('101', 1.2439325660728955)","('101', 1.2298321526962848)","('101', 1.109464418644131)","('101', 1.2602066923887958)","('101', 1.2890733009207374)","('101', 1.256373312948742)","('101', 1.2939978475897282)","('101', 1.2549044755429153)","('101', 1.255068755579428)","('101', 1.2995699148406856)","('101', 1.2822458963206853)","('101', 1.277921691429914)","('101', 1.2663051924896336)","('101', 1.293228260846641)","('101', 1.3024160352092897)","('101', 1.2930189291837901)","('101', 1.2905305601101382)","('101', 1.2675115334818674)","('101', 1.2645169983748688)","('101', 1.2894476943598683)","('101', 1.309622875028141)","('101', 1.2920696063314783)","('101', 1.3007536730715266)","('101', 1.3142713580112715)","('101', 1.2678285609502222)","('101', 1.3207220994342252)","('101', 1.2660267638320142)","('101', 1.3032481764799122)","('101', 1.3091017616248182)","('101', 1.3115661370801315)","('101', 1.3001173544545728)","('101', 1.277565607072278)","('101', 1.2537989367761588)","('101', 1.2022677724876256)","('101', 1.2984963715372673)","('101', 1.2535324495973592)","('101', 1.3113536000396815)","('101', 1.0953716146410708)","('101', 1.2808317896306565)","('101', 1.3047537786909575)","('101', 1.3182410610736415)","('101', 1.2995946866651797)","('101', 1.2966435979322817)","('101', 1.269624298334301)","('101', 1.2901634822995813)","('101', 1.3112762965291427)","('101', 1.257245955812339)","('101', 1.304412706678614)","('101', 1.3163997548362207)","('101', 1.2885267340535378)","('101', 1.2822192838821547)","('101', 1.2559314882336736)","('101', 1.2718306172297495)","('101', 1.2630052717251894)","('101', 1.3046550835041748)","('101', 1.303017699674718)","('101', 1.3394124261282876)","('101', 1.3045554820137513)","('101', 1.275559433474225)","('101', 1.2886891647399052)","('101', 1.2414961607622506)","('101', 1.2775363402219164)","('101', 1.2670345481363268)","('101', 1.2681549551102946)","('101', 1.271427420936183)","('101', 1.2978799455998515)","('101', 1.282873951959589)","('101', 1.251294566504755)","('101', 1.1271193636869514)","('101', 1.0631562585360474)","('101', 1.260840366292597)","('101', 1.223282338525424)","('101', 1.2630675426499396)","('101', 1.3167191939071219)","('101', 1.1089609301760797)","('101', 1.3117289268569254)","('101', 1.274927927644403)","('101', 1.2696670267292662)","('101', 1.1670122560903684)","('101', 1.2557287923969347)","('101', 1.2376574793293182)","('101', 1.1856765700666607)","('101', 1.2576274931370093)","('101', 1.2839186059988459)","('101', 1.2432446820244014)","('101', 1.2737486838182792)","('101', 1.2692146991641433)","('101', 1.297122089265358)","('101', 1.3004379300618691)","('101', 1.3011478143569315)","('101', 1.3165175044140445)","('101', 1.2506874842831108)","('101', 1.2924541384202568)","('101', 1.2988151322402168)","('101', 1.325132528964695)","('101', 1.262475719763176)","('101', 1.271724705473322)","('101', 1.2664726298071078)","('101', 1.2727746063824736)","('101', 1.29044959880513)","('101', 1.2188408925288607)","('101', 1.3071169131144904)","('101', 1.2931087806342911)","('101', 1.2561127782632002)","('101', 1.2850334058352568)","('101', 1.2372063753958873)"
"('102', 1.2394837202526332)","('102', 1.321430609578125)","('102', 1.3338150335713386)","('102', 1.2837567268349648)","('102', 1.3206771930775416)","('102', 1.316194761533743)","('102', 1.2902227273513318)","('102', 1.3252636519618486)","('102', 1.3250969972932578)","('102', 1.275028671802193)","('102', 1.2762498054154874)","('102', 1.3006093341302871)","('102', 1.293387894569776)","('102', 1.3371718337392806)","('102', 1.2915865901003838)","('102', 1.2452675715014005)","('102', 1.2925695274544475)","('102', 1.2509955149155438)","('102', 1.2766438231813122)","('102', 1.2820070702142543)","('102', 1.2796580826114743)","('102', 1.3221971029350141)","('102', 1.33396600175236)","('102', 1.328301177069656)","('102', 1.3221820798044204)","('102', 1.3096808214195788)","('102', 1.2896237299193054)","('102', 1.2613251248277428)","('102', 1.3060275027510482)","('102', 1.319532940841354)","('102', 1.300940330897236)","('102', 1.3316128931422688)","('102', 1.326708528910756)","('102', 1.323435637644392)","('102', 1.3038286538419723)","('102', 1.3094056580008318)","('102', 1.2571468524943779)","('102', 1.2803948878429414)","('102', 1.305226800454706)","('102', 1.3161947018254108)","('102', 1.3106632740386923)","('102', 1.3212936837755205)","('102', 1.3258016932393553)","('102', 1.3052267613683246)","('102', 1.3003028338562488)","('102', 1.2796214384130482)","('102', 1.3293474959941844)","('102', 1.310771098452771)","('102', 1.3216691221789658)","('102', 1.2203051986154079)","('102', 1.3141515774436254)","('102', 1.3001034356510888)","('102', 1.299397562747085)","('102', 1.3041044607505798)","('102', 1.2566817304519895)","('102', 1.3030586927854442)","('102', 1.2666022543965383)","('102', 1.2766867638387691)","('102', 1.306610529868126)","('102', 1.086640247402598)","('102', 1.242982672601141)","('102', 1.3071258749630943)","('102', 1.2720144450075352)","('102', 1.2717065312434437)","('102', 1.3088464239226252)","('102', 1.347777252187635)","('102', 1.3374907647698724)","('102', 1.3233357834265342)","('102', 1.3386704181624591)","('102', 1.3520798613664993)","('102', 1.3137831671238118)","('102', 1.3354985644894437)","('102', 1.317346153402576)","('102', 1.3216145694720507)","('102', 1.2780656871673832)","('102', 1.3243381520531852)","('102', 1.3211813856731758)","('102', 1.3609921207844204)","('102', 1.3378325096090462)","('102', 1.3523603600541922)","('102', 1.3074643165760995)","('102', 1.323882359004346)","('102', 1.3255882385224342)","('102', 1.330423604581749)","('102', 1.2856304868053376)","('102', 1.3266437879458808)","('102', 1.3272380255126952)","('102', 1.3227684755091322)","('102', 1.3051126082104447)","('102', 1.3166372289310604)","('102', 1.274805785043882)","('102', 1.3144875568645462)","('102', 1.3069347799479483)","('102', 1.2588047686439512)","('102', 1.2948886405153275)","('102', 1.3302198581922646)","('102', 1.3226548582849866)","('102', 1.3142457118251802)","('102', 1.3103147649243594)","('102', 1.3041170560447775)","('102', 1.3002586562863947)","('102', 1.2638067305801988)","('102', 1.2748747371910572)","('102', 1.3257160722777845)","('102', 1.129755110891035)","('102', 1.2762608444252967)","('102', 1.269608897448055)","('102', 1.2845372836944524)","('102', 1.2748033615749579)","('102', 1.3038394087258818)","('102', 1.2813853548160221)","('102', 1.3098776435059727)","('102', 1.2643724654495476)","('102', 1.2972462970140917)","('102', 1.2591190839179993)","('102', 1.2538806317726134)","('102', 1.308196572547078)","('102', 1.2860710044293941)","('102', 1.2936968918286547)","('102', 1.301808598981493)","('102', 1.3070117182461136)","('102', 1.3251411720919608)","('102', 1.2969424255270006)","('102', 1.2947424473797415)","('102', 1.2827801854439056)","('102', 1.2852028699307447)","('102', 1.2980949061337472)","('102', 1.32429691450194)","('102', 1.322130068708278)","('102', 1.289366209241438)","('102', 1.3171935558478767)","('102', 1.2796528442423343)","('102', 1.321002169049377)","('102', 1.3180566887707355)","('102', 1.3125197066282273)","('102', 1.3007784958361148)","('102', 1.3212934720924487)","('102', 1.292497942162883)","('102', 1.265255199020016)","('102', 1.2794852422172547)","('102', 1.2649729713295161)","('102', 1.2952637947973729)","('102', 1.2837025273802822)","('102', 1.3275131542712229)","('102', 1.2738297962288145)","('102', 1.308390857359314)","('102', 1.325485882117203)","('102', 1.3301432940944193)","('102', 1.3100488253152847)","('102', 1.3150634275725812)","('102', 1.2653858977900674)","('102', 1.3124554628360365)","('102', 1.3207216576702594)","('102', 1.2768612632690908)","('102', 1.3236839956859323)","('102', 1.3166288639567139)","('102', 1.2815174466056922)","('102', 1.2820212817913057)","('102', 1.2902282969399264)","('102', 1.2968228592143114)","('102', 1.2619847729344755)","('102', 1.3065939530981783)","('102', 1.314475312538773)","('102', 1.3468063126433698)","('102', 1.304952592956469)","('102', 1.2809614005437673)","('102', 1.2927957948428357)","('102', 1.2547111198920948)","('102', 1.274744718951352)","('102', 1.29938779194932)","('102', 1.2667076655548293)","('102', 1.2955956913714537)","('102', 1.3211807996034672)","('102', 1.3004765003563643)","('102', 1.2393799646038055)","('102', 1.2383972008445296)","('102', 1.2542206456491505)","('102', 1.2782597507961488)","('102', 1.2388959063541536)","('102', 1.2710732898986936)","('102', 1.3100248172262667)","('102', 1.1163857014321805)","('102', 1.3113915952892998)","('102', 1.271637324470055)","('102', 1.2712245819274237)","('102', 1.1724420708660364)","('102', 1.2367251123239043)","('102', 1.258103207006246)","('102', 1.1671033877617838)","('102', 1.273794304329872)","('102', 1.3062677991093083)","('102', 1.2429623081817869)","('102', 1.2730602638030113)","('102', 1.278086185580913)","('102', 1.3097970170052053)","('102', 1.3097231910661697)","('102', 1.3142527569481623)","('102', 1.2970514485359068)","('102', 1.2445854319483791)","('102', 1.2971007036172593)","('102', 1.3056571882404864)","('102', 1.3266057035577536)","('102', 1.2964987509473798)","('102', 1.24155613613793)","('102', 1.2564134848683308)","('102', 1.2950868752158364)","('102', 1.2853162556527675)","('102', 1.291152214118216)","('102', 1.3192018305001119)","('102', 1.3217211758733274)","('102', 1.259356001666107)","('102', 1.269670863746375)","('102', 1.2338664435773847)"
"('103', 1.2773303465176142)","('103', 1.3031863450828185)","('103', 1.2832459443317727)","('103', 1.2701229060068053)","('103', 1.2781384815439982)","('103', 1.2728411301916198)","('103', 1.2455329162149336)","('103', 1.3000996115170227)","('103', 1.3444749983645543)","('103', 1.2750168755725209)","('103', 1.2799026060753835)","('103', 1.3175205843420097)","('103', 1.2962539450408128)","('103', 1.347586684268747)","('103', 1.257722280577604)","('103', 1.2297009783949964)","('103', 1.2654572273948546)","('103', 1.2215081996782746)","('103', 1.288165385754718)","('103', 1.266711210561332)","('103', 1.2831730979907796)","('103', 1.2893540311374034)","('103', 1.3096630088291603)","('103', 1.314634855667026)","('103', 1.2985350498684831)","('103', 1.2887721703715915)","('103', 1.2761144428021318)","('103', 1.303917560028716)","('103', 1.2876460715193956)","('103', 1.3217801494979062)","('103', 1.2896859289310203)","('103', 1.297910926529312)","('103', 1.2989890303800824)","('103', 1.2942033346635593)","('103', 1.3005847353363318)","('103', 1.3350474122834328)","('103', 1.249863003080539)","('103', 1.2381178167468025)","('103', 1.2628933771517958)","('103', 1.3137307750199188)","('103', 1.2856994507817565)","('103', 1.2909783176194203)","('103', 1.2052462586990258)","('103', 1.2890102600070275)","('103', 1.3142020586656016)","('103', 1.251456482095415)","('103', 1.3331479862452396)","('103', 1.297990299062215)","('103', 1.2957527459715608)","('103', 1.2869143066288384)","('103', 1.2976103469245794)","('103', 1.2956993853005365)","('103', 1.3199869532228627)","('103', 1.3081170065411594)","('103', 1.2453286336001563)","('103', 1.2503338662522756)","('103', 1.2600922870147797)","('103', 1.284081745000417)","('103', 1.283852179973341)","('103', 1.298690963275272)","('103', 1.2444799437927843)","('103', 1.2945853427134322)","('103', 1.2988217874611705)","('103', 1.2470125583682703)","('103', 1.3060285999770296)","('103', 1.2779679539007727)","('103', 1.3199664894615268)","('103', 1.293399395707046)","('103', 1.3294795043449557)","('103', 1.299862759500678)","('103', 1.2816580091723038)","('103', 1.3127429415870324)","('103', 1.2725402894247817)","('103', 1.3314195394822352)","('103', 1.238446214599321)","('103', 1.2899124986980062)","('103', 1.3032678261142188)","('103', 1.3193558065986282)","('103', 1.2912427337650152)","('103', 1.2997901006120451)","('103', 1.204994723167705)","('103', 1.2987336745959166)","('103', 1.323097723181804)","('103', 1.3150650341615067)","('103', 1.2532481935156687)","('103', 1.2925477671301435)","('103', 1.2883109867589049)","('103', 1.2779961565851448)","('103', 1.2806994596445653)","('103', 1.2663503216141423)","('103', 1.2747524285448295)","('103', 1.2949478998248722)","('103', 1.328023335964114)","('103', 1.2887875153894666)","('103', 1.2708174936474037)","('103', 1.295677220963086)","('103', 1.267734260876953)","('103', 1.2618910901513696)","('103', 1.2975810521096434)","('103', 1.2768264727986207)","('103', 1.2926506249647713)","('103', 1.2617496831184862)","('103', 1.270085538733306)","('103', 1.2795853375983588)","('103', 1.2747470549281137)","('103', 1.303285591956183)","('103', 1.2701171653676882)","('103', 1.2695654728532564)","('103', 1.2748879674730669)","('103', 1.2996249361160244)","('103', 1.2957009834142563)","('103', 1.3133001216541427)","('103', 1.2757375291429045)","('103', 1.2892972079764726)","('103', 1.2610472281497682)","('103', 1.2777539684858352)","('103', 1.3144813733713412)","('103', 1.251074361353599)","('103', 1.2785847318754553)","('103', 1.1854253667820942)","('103', 1.3089061386946963)","('103', 1.302487624862497)","('103', 1.2957791733778097)","('103', 1.2882907152081258)","('103', 1.2357561775381638)","('103', 1.2593902020663992)","('103', 1.2953560320123678)","('103', 1.2942466770294643)","('103', 1.2893246867811758)","('103', 1.171120839565978)","('103', 1.2653713846699937)","('103', 1.2656066393382668)","('103', 1.26933417616289)","('103', 1.307882668675695)","('103', 1.2812905686771259)","('103', 1.2857847669798843)","('103', 1.2944977692785153)","('103', 1.288920954324709)","('103', 1.292270618995249)","('103', 1.2588901861758115)","('103', 1.2565011823237051)","('103', 1.1666519887460174)","('103', 1.1654243724668583)","('103', 1.2861434106389775)","('103', 1.1566494936514038)","('103', 1.1761930980261353)","('103', 1.1942429509399048)","('103', 1.184290150647232)","('103', 1.1907075270169767)","('103', 1.1716706113892004)","('103', 1.2391901113327635)","('103', 1.1655665185746296)","('103', 1.1519758287759374)","('103', 1.130224523092821)","('103', 1.1631762501577985)","('103', 1.2914054486933755)","('103', 1.2934522428449886)","('103', 1.2999863438495085)","('103', 1.1826475943464072)","('103', 1.1727463667845688)","('103', 1.2872643210925634)","('103', 1.280671201646415)","('103', 1.2986560513330292)","('103', 1.3217161182744668)","('103', 1.2929074158053417)","('103', 1.2837292020303204)","('103', 1.2908337447168339)","('103', 1.245594091369001)","('103', 1.2787948372256137)","('103', 1.2780302371156813)","('103', 1.239396113476768)","('103', 1.2937047532751218)","('103', 1.283916688334103)","('103', 1.3168202241452949)","('103', 1.283714931196311)","('103', 1.2381503205069009)","('103', 1.2259336448360134)","('103', 1.2742827541910113)","('103', 1.279721874952178)","('103', 1.2187339355222886)","('103', 1.3165986627834354)","('103', 1.177933807157204)","('103', 1.282612522200208)","('103', 1.260329213177701)","('103', 1.2532061110860466)","('103', 1.2510026683653324)","('103', 1.2851619502577867)","('103', 1.2224572154678393)","('103', 1.2458388884519505)","('103', 1.2232623835625356)","('103', 1.2894841159930392)","('103', 1.2511908879780325)","('103', 1.3090042543003684)","('103', 1.267122899686387)","('103', 1.2635728429281583)","('103', 1.2551735555819086)","('103', 1.2764465222187604)","('103', 1.2658608843233268)","('103', 1.2284116683128106)","('103', 1.159578000448869)","('103', 1.2663594707201806)","('103', 1.286671581869705)","('103', 1.2615309687909257)","('103', 1.2917107864195256)","('103', 1.2428261804107634)","('103', 1.2917266474986544)","('103', 1.2622266328747878)","('103', 1.2867065469735635)","('103', 1.288109030008515)","('103', 1.2640288483315685)","('103', 1.2749377071964128)","('103', 1.2863915946393467)","('103', 1.2643175068755776)"
"('104', 1.280527577344311)","('104', 1.2783589929756236)","('104', 1.2866121400352348)","('104', 1.288603057481285)","('104', 1.2247134732047014)","('104', 1.2787845657327068)","('104', 1.2573131155414639)","('104', 1.2806192059017891)","('104', 1.3587064912286066)","('104', 1.2867956302631272)","('104', 1.3184415766990545)","('104', 1.319080153048373)","('104', 1.3056880194563139)","('104', 1.339953598309702)","('104', 1.2734412209462995)","('104', 1.2796994216027997)","('104', 1.2662147931950563)","('104', 1.2636949324667222)","('104', 1.293942140273622)","('104', 1.226295963035937)","('104', 1.2524077307945223)","('104', 1.2671318463379433)","('104', 1.2977281045210707)","('104', 1.2808724893588939)","('104', 1.2814555738642617)","('104', 1.2804241975932056)","('104', 1.2617696852212752)","('104', 1.3027167587466002)","('104', 1.2732667666337192)","('104', 1.2832858290142293)","('104', 1.2734381464448719)","('104', 1.258249729283257)","('104', 1.3037789808538176)","('104', 1.299467631370214)","('104', 1.271429049976485)","('104', 1.284477124886198)","('104', 1.2563992112953033)","('104', 1.2534321899377432)","('104', 1.266152220944303)","('104', 1.2775929116340536)","('104', 1.266719673162202)","('104', 1.3057628276253912)","('104', 1.3125675553574967)","('104', 1.294123628122406)","('104', 1.3322220263580515)","('104', 1.2547505743769811)","('104', 1.2995498575130928)","('104', 1.273512840069387)","('104', 1.297971981139979)","('104', 1.316627796915423)","('104', 1.2778094305769976)","('104', 1.289162357639937)","('104', 1.3355633673424998)","('104', 1.294557030143525)","('104', 1.2472310007255039)","('104', 1.2709022124436145)","('104', 1.2052701256648217)","('104', 1.2530160164237696)","('104', 1.291112054419022)","('104', 1.278551686687235)","('104', 1.1913800477523577)","('104', 1.3031406689395766)","('104', 1.302786443663473)","('104', 1.2579137490855792)","('104', 1.278067989351967)","('104', 1.3031270029822017)","('104', 1.303321665616003)","('104', 1.2818401003460345)","('104', 1.3056783658214313)","('104', 1.3001570016145618)","('104', 1.2843997349897183)","('104', 1.3131795413796945)","('104', 1.2803923840637284)","('104', 1.3536502842918177)","('104', 1.2379896811630158)","('104', 1.1759162698881105)","('104', 1.2966421616715167)","('104', 1.2972724541389162)","('104', 1.2829138235320163)","('104', 1.2909221650570029)","('104', 1.2467673404188178)","('104', 1.3017674928576082)","('104', 1.3300955839275261)","('104', 1.3137931453556857)","('104', 1.2468221021304975)","('104', 1.2644306054405259)","('104', 1.2678952026335475)","('104', 1.2590512150946145)","('104', 1.2840866056227744)","('104', 1.2201966875042676)","('104', 1.2620592703224494)","('104', 1.2968572572236146)","('104', 1.323411897108266)","('104', 1.2821670716704137)","('104', 1.2662899854638887)","('104', 1.3116807717752808)","('104', 1.2767684298327187)","('104', 1.2733020504959591)","('104', 1.282417425587654)","('104', 1.2684976645812116)","('104', 1.3117456121230548)","('104', 1.2708036439940409)","('104', 1.2821583339711542)","('104', 1.2615080306931845)","('104', 1.2015084898253465)","('104', 1.319733177306069)","('104', 1.287576410408867)","('104', 1.251440107668738)","('104', 1.249846387315441)","('104', 1.285326825683669)","('104', 1.3129841164405702)","('104', 1.2720922996608175)","('104', 1.2999812380917146)","('104', 1.3221784549681397)","('104', 1.2765629477151008)","('104', 1.2886994191625427)","('104', 1.3203934377806659)","('104', 1.2855217333742364)","('104', 1.2791090989005844)","('104', 1.107463692736801)","('104', 1.2982787730846788)","('104', 1.2480921340385989)","('104', 1.2965970852843047)","('104', 1.2913174662200932)","('104', 1.2695662663994032)","('104', 1.284096468886381)","('104', 1.293340176062717)","('104', 1.2981166083777098)","('104', 1.2803596670715047)","('104', 1.3101685303761865)","('104', 1.2879083034273855)","('104', 1.268174326070922)","('104', 1.325069507039204)","('104', 1.2801015747983955)","('104', 1.2911466071973026)","('104', 1.290955519818641)","('104', 1.2961371426847574)","('104', 1.3025077580938467)","('104', 1.3065294383443302)","('104', 1.2522985943593676)","('104', 1.1778432664091978)","('104', 1.0816852743323733)","('104', 1.0866055556779475)","('104', 1.2510590163613502)","('104', 1.0871296262680614)","('104', 1.0490998908433964)","('104', 1.1003595855337858)","('104', 1.078807965232291)","('104', 1.070578774710547)","('104', 1.0404701445839342)","('104', 1.1953443669227841)","('104', 1.1060643186787131)","('104', 1.0653694800782427)","('104', 1.114807670783562)","('104', 1.0698181651519931)","('104', 1.2799930161737345)","('104', 1.2866042416548717)","('104', 1.3013467711326223)","('104', 1.150106096964531)","('104', 1.2440543901646866)","('104', 1.282963943122071)","('104', 1.2662228097556212)","('104', 1.3325259691007822)","('104', 1.3141971201550808)","('104', 1.2400820128344705)","('104', 1.29668934109195)","('104', 1.2870877719075962)","('104', 1.2379846511552983)","('104', 1.2742045535611461)","('104', 1.276654551482704)","('104', 1.2735366640277888)","('104', 1.249123666693612)","('104', 1.2821225410843928)","('104', 1.2776402991607194)","('104', 1.283292116486944)","('104', 1.256219709470678)","('104', 1.227422856486009)","('104', 1.261107517780514)","('104', 1.2566959485390365)","('104', 1.267856740180675)","('104', 1.3406035493882766)","('104', 1.246217736447111)","('104', 1.2724070729592172)","('104', 1.2788543531949945)","('104', 1.2431306312231598)","('104', 1.2448447081794283)","('104', 1.307866463828961)","('104', 1.2437772537416907)","('104', 1.2371838684154106)","('104', 1.2423357030180506)","('104', 1.2747676354001594)","('104', 1.2570034586037897)","('104', 1.320585499208178)","('104', 1.2906820728386852)","('104', 1.2491226567713511)","('104', 1.2560617211665859)","('104', 1.2640038193831498)","('104', 1.3174776759099591)","('104', 1.2369558098880662)","('104', 1.2752497866269992)","('104', 1.2777016090556388)","('104', 1.313884238269136)","('104', 1.2497658201980288)","('104', 1.318421701616901)","('104', 1.2739802202492045)","('104', 1.272028955600374)","('104', 1.296646168007668)","('104', 1.300566233622693)","('104', 1.2931536018732535)","('104', 1.2633549245670739)","('104', 1.2673246169203836)","('104', 1.3040235058594492)","('104', 1.2702233978967248)"
